Issue URL,Fix URL,Ecosystem,Symptom,Root cause,Operating System/Platform,OS Sensitivity,Supported OSs/Platforms,System state,System State Observations,Test Input,Oracle,Component
https://github.com/voxpupuli/puppet-firewalld/issues/111,https://github.com/voxpupuli/puppet-firewalld/pull/119,Puppet,Misconfiguration,Compatibility issue with dependency,Independent,Insensitive,,Managed state,"package (OS, version); service (firewalld)",network,Other/Domain-specific oracle,Code
https://github.com/voxpupuli/puppet-zabbix/issues/809,https://github.com/voxpupuli/puppet-zabbix/pull/810,Puppet,External configuration failure,API inconsistency bugs,Independent,Insensitive,,Managed state,service (zabbix server),,Valid configuration fails,Code
https://github.com/dev-sec/chef-ssh-hardening/issues/195,https://github.com/dev-sec/chef-ssh-hardening/pull/198,Chef,Misconfiguration,Compatibility issue with dependency,Independent,Insensitive,,Unmanaged state,"package (OS, version)",,Logs,Configuration
https://github.com/DataDog/chef-datadog/issues/41,https://github.com/DataDog/chef-datadog/pull/42,Chef,Internal error (crash),Resilience bugs,Debian,Debian,,Unmanaged state,"package (OS, version)",,Valid configuration fails,Configuration
https://github.com/sous-chefs/postgresql/issues/670,https://github.com/sous-chefs/postgresql/pull/671,Chef,External configuration failure,Incorrect command construction/execution,Independent,Insensitive,,Unmanaged state,file (locales),"db (postgresql);args (postgresql, db)",Valid configuration fails,Code
https://github.com/Graylog2/graylog2-cookbook/issues/92,https://github.com/Graylog2/graylog2-cookbook/pull/94,Chef,External configuration failure,Compatibility issue with the OS/platform,Ubuntu,Ubuntu (version),,State agnostic,,,Valid configuration fails,Configuration
https://github.com/sous-chefs/docker/issues/1196,https://github.com/sous-chefs/docker/pull/1195,Chef,Misconfiguration,Incorrect identification of system state deviations,RedHat/CentOS,RedHat/CentOS (version),,Managed state,service (docker); multiple execution,,Task execution mismatch,Code
https://github.com/sous-chefs/jenkins/issues/531,https://github.com/sous-chefs/jenkins/pull/535,Chef,Internal error (crash),Incorrect command construction/execution,Independent,Insensitive,,Unmanaged state,service (jenkins); file (any),file,Valid configuration fails,Code
https://github.com/karnauskas/chef-yum-plugin-versionlock/issues/23,https://github.com/karnauskas/chef-yum-plugin-versionlock/pull/25,Chef,Misconfiguration,Incorrect command construction/execution,RedHat/CentOS,RedHat/CentOS (version),,Managed state,file (versionlock),package (remove),Examing installed packages,Code
https://github.com/sous-chefs/mariadb/issues/353,https://github.com/fozboz/mariadb/commit/9dc52aa3c45df423016451847cb0165deea8e674,Chef,External configuration failure,Compatibility issue with the OS/platform,Ubuntu,Ubuntu (version),,State agnostic,,,Valid configuration fails,Code
https://github.com/sous-chefs/docker/issues/31,https://github.com/sous-chefs/docker/commit/e2944fa67e3dddc4aff83f0f7c5980f61149b748,Chef,External configuration failure,Resilience bugs,Independent,Insensitive,,State agnostic,,uri;URL,Valid configuration fails,Code
https://github.com/sous-chefs/fail2ban/issues/60,https://github.com/sous-chefs/fail2ban/pull/91,Chef,Internal error (crash),Incorrect command construction/execution,Independent,Insensitive,,State agnostic,,port;filepath;file,Valid configuration fails,Code
https://github.com/sous-chefs/varnish/issues/72,https://github.com/sous-chefs/varnish/pull/73,Chef,Misconfiguration,Template bugs,Independent,Insensitive,,State agnostic,,,Valid configuration fails,Configuration
https://github.com/sous-chefs/consul/issues/133,https://github.com/sous-chefs/consul/commit/be4773ee935a2fbbbf342eeb55f1ee7e88913b3d,Chef,External configuration failure,Incorrect command construction/execution,Independent,Insensitive,,Unmanaged state,file (directory),,Valid configuration fails,Configuration
https://github.com/sous-chefs/graphite/issues/137,https://github.com/sous-chefs/graphite/commit/46ad2255a32abb23a0213382ec591820b421db9e,Chef,Misconfiguration,Missing system operations,cloud (aws),Insensitive,,State agnostic,,,Service does not work properly,Configuration
https://github.com/sous-chefs/java/issues/342,https://github.com/sous-chefs/java/commit/057add718717e2a1b7190e0b3c3cdb2030563e28,Chef,External configuration failure,Compatibility issue with the OS/platform,MacOS,MacOS,,State agnostic,,,Valid configuration fails,Configuration
https://github.com/sous-chefs/sc-mongodb/issues/220,https://github.com/sous-chefs/sc-mongodb/pull/222,Chef,Misconfiguration,Incorrect conversion/serialization of user input,Debian,Debian,,State agnostic,,package (mongodb);version (mongodb),Examing installed packages,Configuration
https://github.com/sous-chefs/firewall/issues/133,https://github.com/sous-chefs/firewall/commit/c6e1c943d364b615363ff5a717ce553402eba39b,Chef,Idempotency issue,Incorrect identification of system state deviations,Windows,Windows,,Managed state,multiple execution; object (firewall rule); service (firewall),port;protocol,Task execution mismatch,Code
https://github.com/sous-chefs/ark/issues/101,https://github.com/sous-chefs/ark/commit/edef73a727971a71a87fccc194e9cb3b8b6ea0ec,Chef,External configuration failure,Incorrect command construction/execution,Windows,Windows,,Unmanaged state,file (exists),file;filepath;URL,Valid configuration fails,Code
https://github.com/dhoer/chef-chromedriver/issues/3,https://github.com/dhoer/chef-chromedriver/commit/6050ade54b2af7abd9776b47d6b4a4ee49d9cc40,Chef,External configuration failure,Bugs related to hardcoded values,Independent,Insensitive,,State agnostic,,,Valid configuration fails,Configuration
https://github.com/sous-chefs/mariadb/issues/256,https://github.com/sous-chefs/mariadb/pull/336,Chef,Misconfiguration,Compatibility issue with dependency,Debian,Debian,,Managed state,"package (OS, version)",auth;package (mariadb),Service does not work properly,Code
https://github.com/dhoer/chef-selenium/issues/18,https://github.com/dhoer/chef-selenium/commit/9fcc9723f08e902ab8f635c7e2aa9507da6b2c0a,Chef,External configuration failure,Missing system operations,Windows,Windows (version),,State agnostic,,filepath,Examining file system state,Configuration
https://github.com/manala/ansible-roles/issues/123,https://github.com/manala/ansible-roles/pull/124,Ansible,External configuration failure,Missing system operations,Independent,Insensitive,,State agnostic,,filepath;version (postgresql),Valid configuration fails,Configuration
https://github.com/ansible-collections/community.general/issues/5290,https://github.com/ansible-collections/community.general/pull/5291,Ansible,Internal error (crash),Resilience bugs,Independent,Insensitive,,Managed state,object (connection),network,Valid configuration fails,Code
https://github.com/ansible/ansible/issues/33838,https://github.com/ansible/ansible/pull/40061,Ansible,Misconfiguration,Incorrect command construction/execution,Independent,Insensitive,,State agnostic,,file;args (file),Examining file system state,Code
https://github.com/ansible/ansible/issues/59064,https://github.com/ansible/ansible/pull/60384,Ansible,Misconfiguration,Incorrect validation of user input,Independent,Insensitive,,Unmanaged state,service (docker); file,args (docker);docker,Examining file system state,Code
https://github.com/ansible-collections/kubernetes.core/issues/503,https://github.com/ansible-collections/kubernetes.core/pull/579,Ansible,Performance issue,Incorrect identification of current system state,Independent,Insensitive,,Unmanaged state,service (k8s); ,service (update);command (k8);args (k8s),Non termination/High memory usage,Code
https://github.com/ansible-collections/community.general/issues/4595,https://github.com/ansible-collections/community.general/pull/4596,Ansible,External configuration failure,Compatibility issue with dependency,HPE iLO4,Insensitive,,Unmanaged state,"file (remote, iso); service (redfish)",file,Valid configuration fails,Code
https://github.com/freeipa/ansible-freeipa/issues/529,https://github.com/freeipa/ansible-freeipa/pull/530,Ansible,Internal error (crash),Incorrect validation of user input,Independent,Insensitive,,Unmanaged state,service (freeipa),service (update),Valid configuration fails,Code
https://github.com/ansible-collections/community.general/issues/2510,https://github.com/ansible-collections/community.general/pull/2511,Ansible,External configuration failure,Incorrect command construction/execution,Independent,Insensitive,,Unmanaged state,service (jenkins),service (update);uri,Valid configuration fails,Code
https://github.com/prometheus-community/ansible/issues/96,https://github.com/prometheus-community/ansible/pull/204,Ansible,External configuration failure,Missing system operations,Independent,Insensitive,,State agnostic,,,Valid configuration fails,Configuration
https://github.com/ansible-collections/community.general/issues/106,https://github.com/ansible-collections/community.general/pull/184,Ansible,External configuration failure,Incorrect command construction/execution,Independent,Insensitive,,State agnostic,,db,Valid configuration fails,Code
https://github.com/ansible/ansible/issues/67278,https://github.com/ansible/ansible/pull/67549,Ansible,External configuration failure,Incorrect conversion/serialization of user input,Windows,Insensitive,,State agnostic,,credentials;hostname;host;auth;glob,Valid configuration fails,Code
https://github.com/ansible/ansible/issues/56902,https://github.com/ansible/ansible/pull/56903,Ansible,Internal error (crash),Compatibility issue with dependency,cloud (aws),Insensitive,,Unmanaged state,PL (version),cloud (security groups),Valid configuration fails,Code
https://github.com/ansible-collections/ansible.netcommon/issues/191,https://github.com/ansible-collections/ansible.netcommon/pull/192,Ansible,Internal error (crash),Incorrect validation of user input,device (IOS-XE),Insensitive,,State agnostic,,port;network;filepath;IP;service (update),Valid configuration fails,Code
https://github.com/ansible-collections/community.general/issues/2460,https://github.com/ansible-collections/community.general/pull/3080,Ansible,Misconfiguration,Missing system operations,Independent,Insensitive,,Unmanaged state,IaC (version),file;filepath,Service does not work properly,Code
https://github.com/ansible-collections/community.general/issues/2360,https://github.com/ansible-collections/community.general/pull/2369,Ansible,External configuration failure,Incorrect conversion/serialization of user input,Independent,Insensitive,,Managed state,file (lvm volume),file;filesize;args (lvm),Valid configuration fails,Code
https://github.com/ansible-collections/community.zabbix/issues/165,https://github.com/ansible-collections/community.zabbix/pull/189,Ansible,Misconfiguration,Compatibility issue with dependency,Independent,Insensitive,,Managed state,"package (OS, version)",,Other/Domain-specific oracle,Configuration
https://github.com/ansible/ansible/issues/80982,https://github.com/ansible/ansible/pull/82522,Ansible,Internal error (crash),Incorrect data type,Independent,Insensitive,,State agnostic,,,Valid configuration fails,Code
https://github.com/ansible/ansible/issues/69577,https://github.com/ansible/ansible/pull/69578,Ansible,External configuration failure,Incorrect command construction/execution,Independent,Insensitive,,State agnostic,,host,Valid configuration fails,Code
https://github.com/ansible-collections/community.general/issues/4154,https://github.com/ansible-collections/community.general/pull/4155,Ansible,Misleading report,Incorrect identification of system state deviations,Independent,Insensitive,,Managed state,file (ini),file;filepath,Improprer diagnostic message,Code
https://github.com/ansible-collections/community.general/issues/4527,https://github.com/ansible-collections/community.general/pull/4537,Ansible,External configuration failure,Incorrect command construction/execution,Independent,Insensitive,,Unmanaged state,service (pritunl),username;service (connection);service (update);email;URL;token,Valid configuration fails,Code
https://github.com/saz/puppet-sudo/issues/60,https://github.com/saz/puppet-sudo/commit/71c1119aa28044fefa0892ed30cbe1594c4589b6,Puppet,Internal error (crash),Dependency bugs,Independent,Insensitive,,State agnostic,,,Valid configuration fails,Configuration
https://github.com/voxpupuli/puppet-rvm/issues/189,https://github.com/voxpupuli/puppet-rvm/pull/191,Puppet,Internal error (crash),Incorrect identification of current system state,Independent,Insensitive,,Managed state,package (rvm),,Valid configuration fails,Code
https://github.com/voxpupuli/puppet-autofs/issues/108,https://github.com/voxpupuli/puppet-autofs/pull/110,Puppet,Internal error (crash),Incorrect conversion/serialization of user input,Independent,Insensitive,,Unmanaged state,file,file;filepath,Valid configuration fails,Configuration
https://github.com/inkblot/puppet-ipcalc/issues/3,https://github.com/inkblot/puppet-ipcalc/pull/4,Puppet,Internal error (crash),Resilience bugs,Independent,Insensitive,,Unmanaged state,IaC (version),,Valid configuration fails,Code
https://github.com/theforeman/puppet-puppet/issues/339,https://github.com/theforeman/puppet-puppet/commit/e5ca244baeca37ec8c1152d93b000d74b8ccc00f,Puppet,External configuration failure,Dependency bugs,Independent,Insensitive,,State agnostic,,,Valid configuration fails,Configuration
https://github.com/gini/puppet-archive/issues/12,https://github.com/gini/puppet-archive/commit/e2f5389963fe04ffdddb014d70c373c1bbc37515,Puppet,Misconfiguration,Incorrect command construction/execution,Independent,Insensitive,,Unmanaged state,file (archive),file;filepath;URL,Examining file system state,Configuration
https://github.com/voxpupuli/puppet-rabbitmq/issues/780,https://github.com/voxpupuli/puppet-rabbitmq/pull/795,Puppet,External configuration failure,Dependency bugs,Debian,Debian,,State agnostic,,version;package (rabbitmq),Valid configuration fails,Configuration
https://github.com/voxpupuli/puppet-dhcp/issues/170,https://github.com/voxpupuli/puppet-dhcp/pull/171,Puppet,Internal error (crash),Dependency bugs,Independent,Insensitive,,State agnostic,,,Service does not work properly,Configuration
https://github.com/voxpupuli/puppet-nginx/issues/1284,https://github.com/voxpupuli/puppet-nginx/pull/1281,Puppet,Misconfiguration,Compatibility issue with dependency,Independent,Insensitive,,Unmanaged state,"package (OS, version); file (SSL cert)",port;file;filepath;URL;network,Logs,Configuration
https://github.com/puppetlabs/puppetlabs-peadm/issues/287,https://github.com/puppetlabs/puppetlabs-peadm/pull/289,Puppet,External configuration failure,Compatibility issue with the OS/platform,RedHat/CentOS,RedHat/CentOS,,Unmanaged state,"package (OS, absent)",,Valid configuration fails,Code
https://github.com/proletaryo/puppet-nvm_nodejs/issues/8,https://github.com/proletaryo/puppet-nvm_nodejs/pull/9,Puppet,External configuration failure,Compatibility issue with dependency,Ubuntu,Ubuntu (version),,State agnostic,,,Valid configuration fails,Configuration
https://github.com/voxpupuli/puppet-php/issues/223,https://github.com/voxpupuli/puppet-php/pull/224,Puppet,Internal error (crash),Incorrect conversion/serialization of user input,Suse,Suse,,State agnostic,,package (php);version (php),Valid configuration fails,Configuration
https://github.com/deric/puppet-mesos/issues/44,https://github.com/deric/puppet-mesos/commit/7decaecebc637e7d7b6d52b864dc47e721462dd7,Puppet,Misconfiguration,Template bugs,Independent,Insensitive,,State agnostic,,,Service does not work properly,Configuration
https://github.com/voxpupuli/puppet-openldap/issues/366,https://github.com/voxpupuli/puppet-openldap/pull/372,Puppet,Misconfiguration,Compatibility issue with the OS/platform,Debian,Debian,,Unmanaged state,service (ldap); file (SSL certificate),file;filepath;token,Other/Domain-specific oracle,Configuration
https://github.com/voxpupuli/puppet-firewalld/issues/90,https://github.com/voxpupuli/puppet-firewalld/pull/91,Puppet,External configuration failure,Incorrect identification of current system state,Independent,Insensitive,,Managed state,"object (firewall zone, exists)",IP;network,Valid configuration fails,Code
https://github.com/puppetlabs/puppetlabs-apt/issues/1074,https://github.com/puppetlabs/puppetlabs-apt/commit/fad371f806411bdc003ce367c3d54fd15417036d,Puppet,Internal error (crash),Incorrect validation of user input,Debian,Debian,,State agnostic,,package,Valid configuration fails,Configuration
https://github.com/ajjahn/puppet-dns/issues/115,https://github.com/ajjahn/puppet-dns/pull/119,Puppet,Misconfiguration,Bugs related to hardcoded values,Debian,Debian,,State agnostic,,,Service does not work properly,Configuration
https://github.com/voxpupuli/puppet-python/issues/613,https://github.com/voxpupuli/puppet-python/pull/619,Puppet,Misconfiguration,Dependency bugs,Independent,Insensitive,,Unmanaged state,file (requirements.txt),file;version;filepath;args (file),Examing installed packages,Configuration
https://github.com/voxpupuli/puppet-mongodb/issues/627,https://github.com/voxpupuli/puppet-mongodb/pull/628,Puppet,External configuration failure,Dependency bugs,Ubuntu,Ubuntu,,State agnostic,,IP;version;package (mongodb),Valid configuration fails,Configuration
https://github.com/voxpupuli/puppet-prometheus/issues/584,https://github.com/voxpupuli/puppet-prometheus/pull/591,Puppet,External configuration failure,Compatibility issue with dependency,Independent,Insensitive,,State agnostic,,,Valid configuration fails,Configuration
https://github.com/sous-chefs/varnish/issues/160,https://github.com/sous-chefs/varnish/pull/161,Chef,Misconfiguration,Bugs related to hardcoded values,RedHat,RedHat (version),,State agnostic,,package;version,Examing installed packages,Configuration
https://github.com/sous-chefs/apache2/issues/750,https://github.com/sous-chefs/apache2/pull/751,Chef,Idempotency issue,API inconsistency bugs,Independent,Insensitive,,Managed state,multiple execution,,Task execution mismatch,Code
https://github.com/sous-chefs/grafana/issues/229,https://github.com/sous-chefs/grafana/pull/230,Chef,External configuration failure,Compatibility issue with the OS/platform,amazon,amazon,,State agnostic,,,Valid configuration fails,Code
https://github.com/sous-chefs/firewall/issues/49,https://github.com/sous-chefs/firewall/commit/13b28cb231fb12c2c0908236519405dcf75858d5,Chef,Internal error (crash),Incorrect conversion/serialization of user input,Independent,Insensitive,,State agnostic,,args (firewall);network,Valid configuration fails,Code
https://github.com/sous-chefs/docker/issues/658,https://github.com/sous-chefs/docker/pull/665,Chef,Internal error (crash),Incorrect command construction/execution,Independent,Insensitive,,Unmanaged state,"object (container, crashed)",args (docker);docker,Valid configuration fails,Code
https://github.com/sous-chefs/sc-mongodb/issues/190,https://github.com/sous-chefs/sc-mongodb/pull/191,Chef,Internal error (crash),Incorrect identification of current system state,Independent,Insensitive,,State agnostic,,db,Valid configuration fails,Configuration
https://github.com/sous-chefs/java/issues/216,https://github.com/sous-chefs/java/commit/26b3dab366cdda1a51a995f0ea7009cece791ce8,Chef,Misconfiguration,Incorrect command construction/execution,Independent,Insensitive,,State agnostic,,uri;version;file;filepath;package;username (linux);checksum;URL,Examining file system state,Code
https://github.com/chef-boneyard/windows/issues/447,https://github.com/chef-boneyard/windows/pull/449,Chef,Idempotency issue,Incorrect identification of current system state,Windows,Windows (version),,Unmanaged state,file (windows share); multiple execution,filepathl;username (windows);file,Task execution mismatch,Code
https://github.com/sous-chefs/homebrew/issues/71,https://github.com/sous-chefs/homebrew/pull/72,Chef,Internal error (crash),Incorrect conversion/serialization of system state,MacOS,Insensitive,,Unmanaged state,IaC (version),package,Valid configuration fails,Code
https://github.com/sous-chefs/consul/issues/568,https://github.com/sous-chefs/consul/pull/569,Chef,Internal error (crash),Incorrect validation of user input,Independent,Insensitive,,State agnostic,,domain,Valid configuration fails,Code
https://github.com/sous-chefs/docker/issues/364,https://github.com/sous-chefs/docker/pull/365,Chef,Internal error (crash),Incorrect conversion/serialization of user input,Independent,Insensitive,,State agnostic,,port;docker;IP;args (docker);URL;uri (docker host),Valid configuration fails,Code
https://github.com/chef-boneyard/audit/issues/384,https://github.com/chef-boneyard/audit/pull/393,Chef,Misleading report,Resilience bugs,Independent,Insensitive,,Unmanaged state,"service (chef automate, paid)",service connection,Improprer diagnostic message,Code
https://github.com/sous-chefs/cron/issues/86,https://github.com/sous-chefs/cron/pull/87,Chef,Misconfiguration,Template bugs,Independent,Insensitive,,State agnostic,,envvar;environment variables,Service does not work properly,Configuration
https://github.com/sous-chefs/ruby_rbenv/issues/31,https://github.com/sous-chefs/ruby_rbenv/pull/37,Chef,External configuration failure,Incorrect identification of current system state,Independent,Insensitive,,Unmanaged state,package (Ruby),,Valid configuration fails,Code
https://github.com/chef-boneyard/httpd/issues/95,https://github.com/chef-boneyard/httpd/pull/96,Chef,Internal error (crash),Compatibility issue with dependency,Independent,Insensitive,,State agnostic,,,Valid configuration fails,Code
https://github.com/sous-chefs/postgresql/issues/583,https://github.com/sous-chefs/postgresql/pull/590,Chef,External configuration failure,Incorrect command construction/execution,Independent,Insensitive,,Managed state,service (db),args (postgresql);db,Valid configuration fails,Code
https://github.com/sous-chefs/apt/issues/92,https://github.com/sous-chefs/apt/commit/1480e9f2d15f3573004d9d870e61d33a0c2dbaaf,Chef,External configuration failure,Incorrect identification of current system state,Debian,Insensitive,,Unmanaged state,"file (apt keys); package (OS, repo)",,Valid configuration fails,Code
https://github.com/sous-chefs/firewall/issues/120,https://github.com/sous-chefs/firewall/commit/8136c429fdabd9a8ee8594b3745106bd5b65eb15,Chef,Internal error (crash),Incorrect conversion/serialization of system state,Independent,Insensitive,,State agnostic,,args (firewall);network,Valid configuration fails,Code
https://github.com/sous-chefs/grafana/issues/279,https://github.com/sous-chefs/grafana/pull/280,Chef,External configuration failure,Incorrect data type,Independent,Insensitive,,Unmanaged state,service (ldap); service (grafana),network,Valid configuration fails,Code
https://github.com/sous-chefs/docker/issues/1014,https://github.com/sous-chefs/docker/pull/1024,Chef,External configuration failure,Compatibility issue with the OS/platform,RedHat,RedHat (version),,State agnostic,,package;version,Valid configuration fails,Code
https://github.com/bodsch/ansible-icinga2/issues/21,https://github.com/bodsch/ansible-icinga2/pull/23,Ansible,Internal error (crash),Compatibility issue with the OS/platform,OracleLinux,OracleLinux (version),,State agnostic,,,Valid configuration fails,Configuration
https://github.com/elastic/ansible-elasticsearch/issues/721,https://github.com/elastic/ansible-elasticsearch/pull/753,Ansible,External configuration failure,Incorrect command construction/execution,RedHat,RedHat,,Unmanaged state,package (java); multiple alternatives,,Valid configuration fails,Configuration
https://github.com/ANXS/postgresql/issues/47,https://github.com/ANXS/postgresql/pull/66,Ansible,Misconfiguration,Compatibility issue with dependency,Independent,Insensitive,,State agnostic,"package (OS, version)",version;package (db),Service does not work properly,Configuration
https://github.com/pulp/pulp_installer/issues/1431,https://github.com/pulp/pulp_installer/pull/1432,Ansible,External configuration failure,Compatibility issue with the OS/platform,Fedora,Fedora (version),,State agnostic,,,Valid configuration fails,Configuration
https://github.com/haxorof/ansible-role-docker-ce/issues/41,https://github.com/haxorof/ansible-role-docker-ce/commit/71cda5f377e4e4de8b037d066df6a45835637e3c,Ansible,Idempotency issue,Invalid DSL,Debian,Debian,,Managed state,multiple execution,,Task execution mismatch,Configuration
https://github.com/geerlingguy/ansible-role-packer_rhel/issues/21,https://github.com/geerlingguy/ansible-role-packer_rhel/commit/7c5ff7863c35f890fed036020ba39a8a123e350a,Ansible,External configuration failure,Missing system operations,RedHat/CentOS,RedHat/CentOS (version),,State agnostic,,,Valid configuration fails,Configuration
https://github.com/dj-wasabi/ansible-telegraf/issues/121,https://github.com/dj-wasabi/ansible-telegraf/pull/124,Ansible,External configuration failure,Incorrect command construction/execution,Debian,Debian (version),,State agnostic,,,Valid configuration fails,Configuration
https://github.com/bodsch/ansible-mariadb/issues/20,https://github.com/bodsch/ansible-mariadb/pull/21,Ansible,External configuration failure,Missing system operations,Independent,Insensitive,,Unmanaged state,file (symlink),,Valid configuration fails,Configuration
https://github.com/ansible-collections/ansible-consul/issues/458,https://github.com/ansible-collections/ansible-consul/commit/c74827d70c673c9354b4aad71d2abf9e50c15f3d,Ansible,Misconfiguration,Missing system operations,Independent,Insensitive,,State agnostic,,,Service does not work properly,Configuration
https://github.com/geerlingguy/ansible-role-mysql/issues/63,https://github.com/geerlingguy/ansible-role-mysql/commit/ab21fa133f6814b0a2ef2db2c3b7634de253efbc,Ansible,Misconfiguration,Compatibility issue with the OS/platform,Ubuntu,Ubuntu (version),,State agnostic,,,Valid configuration fails,Configuration
https://github.com/gekmihesg/ansible-openwrt/issues/8,https://github.com/gekmihesg/ansible-openwrt/commit/0866e5b2957d47a90434e1e3e02a23a62c5539c3,Ansible,External configuration failure,Incorrect command construction/execution,Independent,Insensitive,,State agnostic,,,Valid configuration fails,Configuration
https://github.com/claranet/ansible-role-redis/issues/4,https://github.com/claranet/ansible-role-redis/pull/5,Ansible,External configuration failure,Compatibility issue with dependency,Debian,Insensitive,,State agnostic,,version;package (redis),Valid configuration fails,Configuration
https://github.com/gantsign/ansible-role-maven/issues/116,https://github.com/gantsign/ansible-role-maven/pull/117,Ansible,External configuration failure,Resilience bugs,Independent,Insensitive,,State agnostic,,,Valid configuration fails,Configuration
https://github.com/geerlingguy/ansible-role-php/issues/33,https://github.com/geerlingguy/ansible-role-php/commit/2f5d56721adfc3e5fb44af98973a474c83e05c6e,Ansible,External configuration failure,Incorrect command construction/execution,Independent,Insensitive,,Unmanaged state,file (symlink),,Valid configuration fails,Configuration
https://github.com/geerlingguy/ansible-role-php/issues/53,https://github.com/geerlingguy/ansible-role-php/commit/29826297df63d5cce4673d71ab7084af96b38a62,Ansible,Misconfiguration,Compatibility issue with the OS/platform,Debian,Debian,,State agnostic,,,Other/Domain-specific oracle,Configuration
https://github.com/cloudalchemy/ansible-node-exporter/issues/230,https://github.com/cloudalchemy/ansible-node-exporter/pull/233,Ansible,Internal error (crash),Incorrect identification of current system state,Independent,Insensitive,,Managed state,multiple execution,,Valid configuration fails,Configuration
https://github.com/andrewrothstein/ansible-kafka/issues/3,https://github.com/andrewrothstein/ansible-kafka/commit/ecd8f0854fc63fb5604f7cc5198370d7af72ea86,Ansible,External configuration failure,Missing system operations,Independent,Insensitive,,State agnostic,,,Valid configuration fails,Configuration
https://github.com/ansible-community/ansible-nomad/issues/107,https://github.com/ansible-community/ansible-nomad/pull/108,Ansible,External configuration failure,Compatibility issue with the OS/platform,Debian,Debian (version),,State agnostic,,,Valid configuration fails,Configuration
https://github.com/geerlingguy/ansible-role-ssh-chroot-jail/issues/1,https://github.com/geerlingguy/ansible-role-ssh-chroot-jail/commit/9f37dd7dadf9c8ddeea83ca9e131ab80530926f7,Ansible,External configuration failure,Incorrect command construction/execution,Independent,Insensitive,,Unmanaged state,host,uri (host),Valid configuration fails,Configuration
https://github.com/ansible/ansible/issues/40523,https://github.com/ansible/ansible/pull/40872,Ansible,Internal error (crash),Compatibility issue with dependency,Independent,Insensitive,,Unmanaged state,PL (version); file (SSL cert),file;filepath;ssl cert,Valid configuration fails,Code
https://puppet.atlassian.net/browse/MODULES-3601,https://github.com/puppetlabs/puppetlabs-mysql/pull/868,Puppet,External configuration failure,Dependency bugs,Independent,Insensitive,,State agnostic,,,Valid configuration fails,Configuration
https://puppet.atlassian.net/browse/MODULES-2258,https://github.com/voxpupuli/puppet-mongodb/pull/297,Puppet,External configuration failure,Compatibility issue with dependency,Independent,Insensitive,,Managed state,"service (db); package (OS, version)",version;package (mongdb),Valid configuration fails,Code
https://puppet.atlassian.net/browse/MODULES-1650,https://github.com/voxpupuli/puppet-rabbitmq/pull/294,Puppet,External configuration failure,Resilience bugs,Independent,Insensitive,,State agnostic,,,Valid configuration fails,Configuration
https://puppet.atlassian.net/browse/MODULES-130,https://github.com/puppetlabs/puppetlabs-mysql/pull/412,Puppet,External configuration failure,Incorrect command construction/execution,Independent,Insensitive,,Managed state,service (db); object (db),db;hostname;host,Valid configuration fails,Code
https://puppet.atlassian.net/browse/MODULES-9083,https://github.com/puppetlabs/puppetlabs-apache/pull/1946,Puppet,Misconfiguration,Template bugs,Independent,Insensitive,,Managed state,service (apache),,Service does not work properly,Configuration
https://puppet.atlassian.net/browse/MODULES-10114,https://github.com/puppetlabs/puppetlabs-mysql/pull/1256,Puppet,Internal error (crash),Resilience bugs,Independent,Insensitive,,State agnostic,,,Valid configuration fails,Code
https://puppet.atlassian.net/browse/MODULES-3401,https://github.com/puppetlabs/puppetlabs-mysql/pull/869,Puppet,External configuration failure,Incorrect identification of current system state,Ubuntu,Ubuntu (version),,State agnostic,,version;package (mysql),Valid configuration fails,Code
https://puppet.atlassian.net/browse/MODULES-1451,https://github.com/voxpupuli/puppet-rabbitmq/pull/251,Puppet,Idempotency issue,Incorrect conversion/serialization of system state,Independent,Insensitive,,Managed state,"package (OS, version); service (rabbitmq); object (rabbitmq user)",auth,Other/Domain-specific oracle,Code
https://puppet.atlassian.net/browse/MODULES-4932,https://github.com/puppetlabs/puppetlabs-inifile/pull/239,Puppet,Misconfiguration,Incorrect conversion/serialization of system state,Independent,Insensitive,,Unmanaged state,file,file;filepath,Examining file system state,Code
https://puppet.atlassian.net/browse/MODULES-2553,https://github.com/puppetlabs-toy-chest/puppetlabs-netapp/pull/62,Puppet,External configuration failure,Incorrect command construction/execution,Independent,Insensitive,,Managed state,service (netapp),,Valid configuration fails,Code
https://puppet.atlassian.net/browse/MODULES-5304,https://github.com/puppetlabs/puppetlabs-powershell/commit/d0166e4ec6b7e6f1abdb21f9efb439a700940ee1,Puppet,External configuration failure,Incorrect command construction/execution,Windows,Windows,,Unmanaged state,module (IaC),command (powershell);script (windows),Valid configuration fails,Code
https://puppet.atlassian.net/browse/MODULES-10898,https://github.com/puppetlabs/puppetlabs-docker/pull/730,Puppet,Idempotency issue,Compatibility issue with the OS/platform,RedHat,RedHat (version),,Managed state,multiple execution,,Task execution mismatch,Configuration
https://puppet.atlassian.net/browse/MODULES-4864,https://github.com/puppetlabs/puppetlabs-vcsrepo/pull/332,Puppet,Misconfiguration,API inconsistency bugs,Independent,Insensitive,,Unmanaged state,file (directory),file,Examining file system state,Code
https://puppet.atlassian.net/browse/MODULES-7240,https://github.com/puppetlabs/puppetlabs-scheduled_task/pull/60,Puppet,External configuration failure,Incorrect command construction/execution,Independent,Insensitive,,Unmanaged state,"user (OS, exists)",command (any);command;filepath,Valid configuration fails,Code
